	sex	days	col	bl	weight	melanoma	weightM	weightF	weightRes	daysM	daysF	daysRes
X16534	1	1	1	1	0.761154782608698	1	1	0.626035957894737	0.862682443729904	1	1	1
X10821	1	1	1	1	0.947235625257945	1	0.926197945945945	1	1	1	1	1
X41819	1	1	1	1	1	1	1	1	1	1	1	1
X10636	1	1	1	1	1	1	1	1	1	1	1	1
X22857	1	1	1	1	1	1	1	1	1	1	1	1
X22690	1	1	1	1	1	1	1	1	1	1	1	1
X37109	1	1	1	1	1	1	1	1	1	1	1	1
X9354	1	1	1	1	1	1	1	1	1	1	1	1
X22741	1	1	1	1	1	1	1	1	1	1	1	1
X24528	1	1	1	1	1	1	1	1	1	1	1	1
X53135	1	1	1	1	1	0.986587129506007	1	1	1	1	1	1
X48805	1	0.965456489241224	1	1	1	1	1	1	1	1	1	1
X33989	1	1	1	1	1	1	1	1	1	1	1	1
X32344	1	1	1	1	1	1	1	1	1	1	1	1
X13546	1	1	1	1	1	1	1	1	1	1	1	1
X50077	1	1	1	1	1	1	1	1	1	1	1	1
X31967	1	1	1	1	1	1	1	1	1	1	1	1
X54545	1	1	1	1	1	1	1	1	1	1	1	1
X30175	1	1	1	1	1	1	1	1	1	1	1	1
X23563	1	1	1	1	1	1	1	1	1	1	1	1
X1820	1	1	1	0.904481035971224	1	1	1	1	1	1	1	1
X54078	1	1	0.339868957055212	0.354280952380959	1	1	1	1	1	1	1	1
X18188	1	1	1	1	1	1	1	1	1	1	1	1
X10392	1	0.501534273858916	1	1	1	1	1	1	1	0.625762507836987	1	0.447649602543719
X15205	1	1	1	1	1	1	1	1	1	1	1	1
X2775	1	1	1	1	1	1	1	1	1	1	1	1
X18543	1	1	1	1	1	1	1	1	1	1	1	1
X9222	1	1	1	1	0.972350749185669	1	1	1	1	1	1	1
X14130	1	1	1	1	1	1	1	1	1	1	1	1
X24416	1	1	1	1	1	1	1	1	1	0.975729911378944	1	1
X13003	1	1	1	1	1	1	1	1	1	1	1	1
X18615	1	1	1	1	1	1	1	1	1	1	1	1
X3231	1	1	1	1	1	1	1	1	1	1	1	1
X5904	1	1	1	1	1	1	1	1	1	1	1	1
X52929	1	1	1	1	1	1	1	1	1	1	1	1
X3731	1	1	1	1	1	1	1	1	1	1	1	1
X47559	1	1	1	1	1	1	1	1	1	1	1	1
X45831	1	1	1	1	1	1	1	0.853916280137773	1	1	1	1
X20082	1	1	1	1	1	1	1	1	1	1	1	1
X3695	1	1	1	1	1	1	1	1	1	1	1	1
X46883	1	1	1	1	1	1	1	1	1	1	1	1
X39634	1	1	1	1	0.861598576051778	1	1	1	1	1	1	1
X12461	1	1	1	1	1	0.955300769230768	1	1	1	1	1	1
X24332	1	1	1	1	1	1	1	1	1	1	1	1
X42223	1	1	1	1	1	1	1	1	1	0.912248880562063	1	1
X33331	1	1	1	1	0.809071567023283	1	0.901497153920621	1	1	1	1	1
X19315	1	1	1	1	1	1	1	1	1	1	1	1
X53111	0.0127177777777778	1	1	0.0127177777777778	0.0280310204081394	1	1	1	1	1	1	1
X5287	1	1	1	1	1	1	1	1	1	1	1	1
X37362	1	1	1	1	1	1	1	1	1	1	1	1
X37685	1	1	1	1	1	1	1	1	1	1	1	1
X38488	1	1	1	1	1	1	1	1	1	1	1	1
X17595	1	1	1	1	1	1	1	1	1	1	1	1
X5453	1	1	1	1	1	1	1	1	1	1	1	1
X427	1	0.426747300509337	1	1	1	1	1	1	1	0.629648981288985	0.739671612390787	0.618742236421727
X53095	1	1	1	1	1	1	1	1	1	1	1	1
X34208	1	0.940587408637874	1	1	1	1	1	1	1	1	1	1
X36301	1	1	1	1	1	1	1	1	1	1	1	1
X26526	1	1	1	1	1	1	1	1	1	1	1	1
X49983	1	1	1	1	1	1	1	1	1	1	1	1
X23833	1	1	1	1	1	1	1	1	1	1	1	1
X11092	1	1	1	1	1	1	1	1	1	0.982477325227962	1	0.699694493273545
X42028	1	1	1	1	1	1	1	1	1	1	1	1
X48895	1	1	1	1	1	1	1	1	1	1	1	1
X39680	1	1	1	1	1	1	1	1	1	1	1	1
X42895	1	1	1	1	1	1	1	1	1	1	1	1
X426	1	1	1	1	1	1	1	1	1	1	1	1
X35318	1	1	1	1	1	1	1	1	1	1	1	1
X19050	1	1	1	1	1	1	1	1	1	1	1	1
X28933	1	1	1	1	1	1	1	1	1	1	1	1
X32640	1	1	1	1	1	1	1	1	1	1	1	1
X54370	1	1	1	1	1	1	1	1	1	1	1	1
X1540	1	1	1	1	1	0.745565137614678	1	1	1	1	1	1
X7360	1	1	1	1	1	1	1	1	1	1	1	1
X51957	1	1	1	1	1	1	1	1	1	1	1	1
X26892	1	1	1	1	1	1	1	1	1	1	1	1
X26397	1	1	1	1	0.502738674033146	1	0.553247573062263	1	0.682880000000001	0.498424155124656	1	0.976431543485733
X10143	1	1	1	1	1	1	1	1	1	1	1	1
X16781	1	1	1	1	1	1	1	1	1	1	1	1
X2985	1	1	1	1	1	1	1	1	1	1	1	1
X23437	1	1	1	1	1	1	1	1	1	1	1	1
X49803	1	1	1	1	1	1	1	1	1	1	1	1
X34221	1	1	1	1	1	1	1	1	1	1	1	1
X32108	1	1	1	1	1	1	1	1	1	1	1	1
X13513	1	1	1	1	1	1	1	1	1	1	1	1
X40952	1	1	1	1	1	1	1	1	1	1	1	1
X5895	1	1	1	1	1	1	1	1	1	1	1	1
X52345	1	1	1	1	1	1	1	1	1	1	1	1
X46311	1	1	1	1	1	1	1	1	1	1	1	1
X9739	1	1	1	1	1	1	1	1	1	1	1	1
X25841	1	1	0.285744113475175	0.31956617449664	1	1	1	1	1	1	1	1
X40609	1	1	1	1	1	1	1	1	1	1	1	1
X48559	1	1	0.736091428571426	1	1	1	1	1	1	1	1	1
X23980	1	1	1	1	1	1	1	1	1	1	1	1
X51205	1	1	1	1	1	1	1	1	1	1	1	1
X8458	1	1	1	1	1	1	1	1	1	1	1	1
X11991	1	1	1	1	1	1	1	1	1	1	1	1
X22935	1	1	1	1	1	1	1	1	1	1	1	1
X14904	1	1	1	1	1	1	1	1	1	1	1	1
X47991	1	1	1	1	1	1	1	1	1	1	1	1
X30555	1	1	1	1	1	1	1	1	1	1	1	1
X30040	1	1	1	1	1	1	1	1	1	1	1	1
X49391	1	1	1	1	1	1	1	0.934789165247018	1	1	1	1
X46436	1	1	1	1	1	1	1	1	1	1	1	1
X12441	1	1	1	1	1	1	1	1	1	1	1	1
X24684	1	1	1	1	1	1	1	1	1	1	1	1
X36524	1	1	1	1	1	1	1	1	1	1	1	1
X24668	1	1	1	1	1	1	1	1	1	1	1	1
X21151	1	1	1	1	1	1	1	1	1	1	1	1
X19874	1	0.86589838550247	1	1	1	1	1	1	0.740079875776398	1	1	0.69922388384755
X22802	1	1	1	1	1	1	1	1	1	1	1	0.967409537784299
X22647	1	1	1	1	1	1	1	1	1	1	1	1
X8009	1	1	1	1	1	1	1	1	1	1	1	1
X54553	1	1	1	1	0.936115776824035	1	1	1	1	1	0.878094366341716	1
X54040	0.0127177777777778	1	1	1	1	1	1	1	1	1	1	1
X11174	1	1	1	1	1	1	1	1	1	1	1	1
X27042	1	1	1	1	0.751548679245281	1	1	0.997817907510659	1	1	1	1
X27524	1	1	1	1	1	1	1	1	1	1	1	1
X29792	1	1	1	1	1	1	1	1	1	0.97266225108225	1	1
X24345	1	1	1	1	0.842490657193604	1	0.956761275088548	1	0.45285573872473	1	0.948153599999999	0.907597900763357
X20061	1	1	1	1	1	1	1	1	1	1	1	1
X11079	1	1	1	1	1	1	1	1	1	1	1	1
X27233	0.0111668292683039	1	1	0.472652470588237	1	1	1	1	1	1	1	1
X29227	1	1	1	1	1	1	1	1	1	1	1	1
X11	1	0.461287590361448	1	1	1	1	1	1	1	0.284633060240973	1	0.289500702576116
X53825	1	1	1	1	1	1	1	0.860090657672849	1	0.874962068252327	1	1
X43466	1	0.936754560810811	1	1	1	1	1	1	1	0.783335624999998	1	1
X37894	1	1	1	0.779963142857144	1	1	1	1	0.980819837398373	1	1	1
X51809	1	1	1	1	1	1	1	1	1	1	1	1
X43845	1	1	1	1	1	1	1	1	0.850198540822233	1	1	1
X19197	1	1	1	1	1	1	1	1	1	1	1	1
X199	1	1	1	1	1	1	1	1	1	1	1	1
X4972	1	1	1	1	1	1	1	1	1	0.675944881889764	1	1
X7934	1	1	1	1	1	1	0.842069681978797	1	1	1	1	1
X25246	1	1	1	1	1	1	1	1	1	1	1	1
X1929	1	1	1	1	1	1	1	1	1	1	1	1
X32565	1	1	1	1	1	1	1	1	1	1	1	1
X50428	1	1	1	1	1	1	1	1	1	1	1	1
X41254	1	1	1	1	1	1	1	1	1	1	1	1
X37849	1	1	1	1	1	1	1	1	1	1	1	1
X37276	1	1	1	1	1	1	1	1	1	1	1	1
X10642	1	1	1	1	1	1	1	1	1	1	1	1
X28399	1	1	1	1	1	1	1	1	1	1	1	1
X131	1	1	1	1	1	1	1	1	1	1	1	1
X7686	1	1	1	1	1	1	1	1	1	1	1	1
X33966	1	1	1	1	1	1	1	1	1	1	1	1
X33195	1	1	1	1	1	1	1	1	1	1	1	1
X20354	0.504442696011005	1	1	1	1	1	1	1	1	1	1	1
X37748	1	1	1	1	1	1	1	1	0.498424155124656	1	1	1
X1872	1	1	1	1	1	0.849476655052264	1	0.860370469798657	1	1	1	1
X51422	1	1	1	1	1	1	1	1	1	1	1	1
X44329	1	1	1	1	1	1	1	1	1	1	1	1
X44843	1	1	1	1	1	1	1	1	1	1	1	1
X20131	1	1	1	1	1	1	1	1	1	1	1	1
X18213	1	1	1	1	1	1	1	1	1	1	1	1
X855	1	1	1	1	1	1	1	1	1	1	1	0.975734953400069
X31375	1	1	1	1	1	1	1	1	1	1	1	1
X49853	1	1	1	1	1	1	1	1	1	1	1	1
X39042	1	1	1	1	1	1	1	1	1	1	1	1
X21472	1	1	1	1	1	1	1	1	0.933258843830888	1	1	1
X31586	1	1	1	1	1	1	1	1	1	1	1	1
X13870	1	1	1	1	1	1	1	1	1	1	1	1
X39279	1	1	1	1	1	1	1	1	1	1	1	1
X46012	1	1	1	1	1	1	1	1	1	1	1	1
X53574	1	1	1	1	1	1	1	1	1	1	1	1
X24661	1	1	1	1	1	1	1	0.972082976878613	1	1	1	1
X52161	1	1	1	1	1	1	0.807587115135833	1	1	1	1	1
X2879	1	1	1	1	1	1	1	1	1	1	1	1
X28557	1	1	1	1	1	1	1	1	1	1	1	1
X11292	1	1	1	1	1	1	1	1	1	1	1	1
X7833	1	1	1	1	1	1	1	1	1	1	1	1
X47786	1	1	1	1	1	1	1	1	1	1	1	1
X12455	1	1	1	1	1	1	1	1	1	1	1	1
X10573	1	1	1	1	1	1	1	1	1	1	1	1
X53589	1	1	1	1	1	1	1	1	1	1	1	1
X43875	1	1	1	1	0.716361724137931	1	0.933281624190066	1	0.97467834269663	1	1	1
X54758	1	1	1	1	1	1	1	1	1	1	1	1
X13706	1	1	1	1	1	1	1	1	1	1	1	1
X37200	1	1	1	1	1	1	1	1	1	1	1	1
X12412	1	1	1	1	1	1	1	1	1	1	1	0.987689490169943
X9458	1	0.674711578947367	1	1	1	1	1	1	1	0.849287888631091	1	0.537464347826082
X9612	1	1	1	1	1	1	1	1	1	1	1	1
X11711	1	1	1	1	1	1	1	1	1	1	1	1
X19368	1	1	1	1	1	1	1	1	1	1	1	1
X44183	1	1	1	1	1	1	1	1	1	1	1	1
X23185	1	1	1	1	1	1	1	1	1	1	1	1
X54958	0.0127177777777778	1	1	0.0127177777777778	0.335559751552799	1	1	1	1	1	1	1
X24962	1	1	1	1	1	1	1	1	1	1	1	1
X55667	1	1	1	1	1	1	1	1	1	1	1	1
X35143	1	1	1	1	1	0.741107913669062	1	1	1	1	1	1
X47987	1	1	1	1	1	1	1	1	1	1	1	1
X12204	1	1	1	1	1	1	1	1	1	1	1	1
X55400	1	1	1	1	1	1	1	1	1	1	0.793382400000003	1
X52646	1	1	1	1	1	1	1	1	1	1	1	1
X48646	1	1	1	1	1	1	1	1	1	1	1	1
X23014	1	1	1	0.614586955579635	1	1	1	1	1	1	1	1
X50931	1	1	1	1	1	1	1	1	1	1	1	1
X43052	1	1	1	1	1	1	1	1	1	1	1	1
X35901	1	1	1	1	1	0.977131885245902	1	1	1	1	1	1
X45025	1	1	1	1	1	1	1	1	1	1	1	1
X25848	1	1	1	1	1	1	1	1	0.877991951219511	1	1	1
X18228	1	1	1	1	1	1	1	1	1	1	1	1
X54981	1	1	1	1	1	1	1	1	1	1	1	1
X54359	1	1	1	1	1	1	1	1	1	0.871823747368422	1	0.987432184061355
X23469	1	1	1	0.855699816933639	0.917371787528867	1	0.912688978068127	1	1	1	1	1
X38778	1	1	1	1	1	0.448540124999996	1	1	1	1	1	1
X39431	1	1	1	1	1	1	1	1	1	1	1	1
X6598	1	1	1	1	0.921563212482792	1	1	0.788801050449204	1	1	1	1
X22797	1	1	1	1	1	1	1	1	1	1	0.975984748700174	1
X52220	1	1	1	1	1	1	1	1	1	1	1	1
X43649	1	1	1	1	1	0.126432803347279	1	1	1	1	1	0.957236961433581
X46632	1	1	1	1	1	1	1	1	1	1	1	1
X39605	1	0.734490662305804	1	1	1	1	1	1	1	0.614079136069111	1	0.927987526881719
X46970	1	1	1	1	1	1	1	1	1	1	1	1
X7709	1	1	1	1	1	1	1	1	1	1	1	1
X1343	1	1	1	1	1	1	1	1	1	1	1	1
X14261	1	1	1	1	1	1	1	1	1	0.9338024184428	1	1
X6659	1	1	1	1	1	1	1	1	1	1	1	1
X16862	0.836306418716256	0.956720372526194	1	0.76485816581071	1	1	1	1	0.964585636363636	1	1	1
X157	1	1	1	1	1	1	1	1	1	1	1	1
X2009	1	1	1	1	1	1	0.965258254143646	0.964090528683915	0.873993585100878	1	1	1
X48970	1	1	1	1	1	1	1	1	1	1	1	1
X29561	1	1	1	1	1	1	1	1	1	1	1	1
X12250	1	1	1	1	1	1	1	1	1	1	1	1
X27049	1	1	1	1	1	1	1	0.850614350086656	1	1	0.671136379821959	1
X50515	1	1	1	1	1	1	1	1	1	1	1	1
X19059	1	1	1	1	1	1	1	1	1	1	1	1
X52798	1	1	1	1	1	1	1	1	1	1	1	1
X55079	1	1	1	1	1	1	1	1	1	1	1	1
X34711	1	1	0.956432989365891	1	1	1	1	1	1	1	1	1
X32004	1	1	1	1	1	1	1	1	1	1	1	1
X45092	1	1	1	1	1	1	1	1	1	1	1	1
X24121	1	1	1	1	1	1	1	1	1	1	1	1
X9449	1	1	1	1	1	1	1	1	1	1	1	1
X25182	1	1	1	0.46463287833828	1	1	1	0.66827294117647	0.866834012738854	1	1	1
X7970	1	1	1	1	1	1	1	1	1	1	1	1
X14842	1	1	1	1	1	1	1	1	1	1	0.875093872472785	1
X15739	1	1	1	1	0.913977992565056	1	1	0.809071567023283	0.964882262443438	1	1	1
X47359	1	1	1	1	1	1	1	1	1	1	1	1
X35399	1	0.970367370721047	1	1	1	1	1	1	1	1	0.606147088036121	1
X16493	1	1	1	1	1	1	1	1	1	1	1	1
X53202	1	1	1	1	1	1	1	1	1	1	1	1
X26064	1	1	1	1	1	1	1	1	1	1	1	1
X42815	1	1	1	1	0.73079040799334	1	1	0.400101740674949	1	1	1	1
X19273	1	1	1	1	1	1	1	1	1	1	1	1
X6602	1	1	1	1	1	1	1	1	1	1	1	1
X29330	1	1	1	1	1	0.769610406976744	0.682880000000001	1	0.739671612390787	1	1	1
X54477	0.449983151326051	1	1	0.512285837837835	1	1	1	1	0.55047	1	1	1
X31847	1	1	1	1	1	1	1	1	1	1	1	1
X21399	1	1	1	1	1	1	1	1	1	1	1	1
X54471	1	1	1	1	1	1	1	1	1	1	1	1
X27283	1	1	1	1	1	1	1	1	1	1	1	1
X3948	1	1	1	1	1	1	1	1	1	1	1	1
X51074	1	1	1	1	1	1	1	1	1	1	1	1
X32036	1	1	1	1	1	1	1	1	1	1	1	1
X10006	1	1	1	1	1	1	0.976830402753873	1	1	1	1	1
X42238	1	1	1	1	1	1	1	1	1	1	1	1
X34003	1	1	1	1	1	1	1	1	1	1	1	1
X35981	1	1	1	1	1	1	1	1	1	1	1	1
X38434	1	0.976283433298864	1	1	1	1	1	1	1	0.475677922077925	1	1
X45592	1	1	1	1	1	1	1	1	1	1	1	1
X20366	1	1	1	1	1	1	1	1	1	1	1	1
X52654	1	1	1	1	1	1	1	1	1	1	1	1
X38095	1	0.817652376237625	1	1	1	1	1	1	1	0.871629148264986	1	0.885986003016592
X18924	1	1	1	1	1	1	1	1	1	1	1	1
X2620	1	1	1	1	1	1	1	1	1	1	1	1
X31999	1	1	1	1	1	1	1	1	1	1	1	1
X10279	1	1	1	1	1	1	1	1	1	1	1	1
X35610	0.0280310204081394	1	1	0.611645624999999	1	0.384585600000007	1	1	1	1	1	1
X52242	1	1	1	1	1	1	1	1	1	1	1	1
X27432	1	1	1	1	1	1	1	1	1	1	1	1
X47142	1	1	1	1	1	1	1	1	1	1	1	1
X36661	1	1	1	1	1	1	1	1	1	1	1	1
X53646	1	1	1	1	1	1	1	1	1	0.788223857729139	1	1
X33665	1	1	1	1	1	1	1	1	1	1	1	1
X55427	1	1	1	1	1	0.804055384615384	1	1	1	1	1	1
X6155	1	1	1	1	1	1	1	1	1	1	1	1
X6387	1	1	1	1	1	1	1	1	1	1	1	1
X10911	1	1	1	1	1	1	1	1	1	1	1	1
X28743	1	1	1	1	1	1	1	1	1	1	1	1
X29315	1	1	1	1	1	1	1	1	1	1	1	1
X37600	1	1	1	1	1	1	1	1	1	1	1	1
X2126	1	1	1	1	1	1	1	1	1	1	1	1
X35479	1	1	1	1	1	1	1	1	1	1	1	1
X36320	1	1	1	1	1	1	1	1	1	1	1	1
X25075	1	1	1	1	1	1	1	1	1	1	1	1
X16321	1	1	1	1	1	1	1	1	1	1	1	1
X8397	1	1	1	1	1	1	1	1	1	1	1	1
X37168	1	1	1	1	1	1	1	1	1	1	1	1
X34153	0.0127177777777778	1	1	0.0127177777777778	0.0127177777777778	1	1	1	1	1	1	1
X14108	1	1	1	1	1	1	1	1	1	0.761363392857144	0.356299247524746	1
X22924	1	1	1	1	1	1	1	1	1	1	1	1
X10416	1	1	1	1	1	1	1	1	1	1	1	1
X41743	1	1	1	1	1	1	1	1	1	1	1	1
X48740	1	1	0.0849600000000064	0.188342207357869	1	1	1	1	1	1	1	1
X2830	1	1	1	1	1	1	1	1	1	1	1	1
X3670	0.801521210526315	1	1	1	1	0.542603076923073	1	1	1	1	1	1
X29701	1	1	1	1	1	1	1	1	1	1	1	1
X451	1	1	1	1	0.986742661749916	1	0.997817907510659	1	1	0.712372038161317	1	1
X6227	1	1	1	1	1	1	1	1	1	1	1	1
X17100	1	1	1	1	1	1	1	1	1	1	1	1
X42812	1	1	1	1	1	1	1	1	0.968804187408492	1	1	1
X40255	1	1	1	1	1	1	1	1	1	1	1	1
X20949	1	1	1	1	1	1	1	1	1	1	1	1
X29290	1	1	1	1	1	1	1	1	1	1	1	1
X4384	1	1	1	1	1	1	1	1	1	1	1	1
X1615	1	1	1	1	1	1	1	1	1	1	1	0.9523072
X51145	1	1	1	1	1	1	1	0.866455293472299	1	1	1	1
X46782	1	1	1	1	1	1	1	1	1	1	1	1
X982	1	1	1	1	1	1	1	1	1	1	1	1
X36659	1	1	1	1	1	1	1	1	1	1	1	1
X9957	1	1	0.694988460829493	0.878036423432683	1	1	1	1	1	1	1	1
X34485	1	1	1	1	1	1	1	1	1	1	1	1
X30716	1	1	1	1	1	1	1	1	1	1	1	1
X27222	1	1	1	1	1	1	1	1	1	1	1	1
X22255	0.997623377806704	1	1	1	1	1	1	1	1	1	1	1
X31541	1	1	1	1	1	1	1	1	1	1	1	1
X49836	1	1	1	1	1	1	1	1	1	1	1	1
X23029	1	1	1	1	1	1	1	1	1	1	1	1
X42435	1	1	1	1	1	1	1	0.766965547445254	1	1	1	1
X32750	1	1	1	1	1	1	1	1	1	1	1	1
X29800	1	1	0.877991951219511	1	1	1	1	1	1	1	1	1
X47827	1	0.114460000000014	1	1	1	1	0.718402525597272	1	1	0.497901	1	0.139020242914964
X52843	1	1	1	1	1	1	1	1	1	1	1	1
X31971	1	1	1	1	1	1	1	1	1	1	1	1
X6746	1	1	1	1	1	1	1	1	1	1	1	1
X20592	1	1	1	1	1	1	1	1	1	1	1	1
X10273	1	1	1	1	0.83522623188406	1	0.803683913894323	1	0.385001818181813	1	1	1
X9982	1	1	1	1	1	1	1	1	1	1	1	1
X41083	1	1	1	1	1	1	1	1	1	1	1	1
X11973	1	1	1	1	1	1	1	1	1	1	1	1
X3116	1	1	1	1	1	1	1	1	1	1	1	1
X25514	1	1	1	1	1	1	1	1	1	1	1	1
X7887	1	1	1	1	1	1	1	1	1	1	1	1
X48567	1	1	1	1	1	1	1	1	1	1	1	1
X54570	1	1	1	1	1	1	1	1	1	1	1	1
X30751	1	1	1	1	1	0.606328648648645	1	1	1	1	1	1
X25536	1	0.701218105263157	1	1	1	1	1	1	1	1	1	0.721679999999998
X54899	1	1	1	1	1	1	1	1	1	1	1	1
X25639	1	1	1	1	1	1	1	1	1	1	1	1
X55476	1	1	1	1	1	1	1	1	1	1	1	1
X55023	1	1	1	1	1	1	1	1	1	1	1	1
X12732	1	1	1	1	1	1	1	1	1	1	1	1
X11984	1	1	0.939836909015371	1	1	1	1	1	1	1	1	1
X22129	1	1	1	1	1	1	1	1	1	1	1	1
X24983	1	1	1	1	1	1	1	1	1	1	1	1
X40913	1	1	1	1	1	1	1	1	1	1	1	1
X39739	1	1	1	1	1	1	1	1	1	1	1	1
X39281	1	1	1	1	1	1	1	1	1	1	1	1
X31804	1	1	1	1	1	1	1	1	1	1	1	1
X21120	1	1	1	1	1	1	1	1	1	1	1	1
X33260	1	1	1	1	1	1	1	1	1	1	1	1
X37874	0.972082976878613	1	1	1	1	1	1	1	1	1	1	1
X40287	1	1	1	1	1	1	1	1	1	1	1	1
X40899	1	1	1	1	1	1	1	1	1	1	1	1
X762	1	1	1	1	1	1	1	1	1	1	1	1
X55195	1	1	1	1	1	1	1	1	1	0.871698519685039	1	1
X52570	1	1	1	1	1	1	1	1	1	1	1	1
X27401	1	1	1	1	1	1	1	1	1	1	1	1
X12963	1	1	1	1	1	1	1	1	1	1	1	1
X5281	1	1	1	1	1	1	1	1	1	1	1	1
X36554	1	1	1	1	1	1	1	1	1	1	1	1
X23812	1	1	1	1	1	1	1	1	1	1	1	1
X32127	1	1	1	1	1	1	1	1	1	1	1	1
X1708	1	0.99900450777202	1	1	0.901018457059678	1	0.934498084827286	1	1	1	1	1
X19409	1	1	1	1	1	1	1	1	1	1	1	1
X55370	1	1	1	1	1	1	1	1	1	1	1	1
X51726	1	1	1	1	1	1	1	1	1	1	1	1
X50192	1	1	1	1	1	1	1	1	1	1	1	1
X37393	1	1	1	1	1	1	1	1	1	1	1	1
X28032	1	1	1	1	1	1	1	1	1	1	1	0.898407251347377
X19171	1	1	1	1	1	1	1	1	1	1	1	1
X1977	1	1	1	1	1	1	1	1	1	1	1	1
X27209	1	1	1	1	1	1	1	1	1	1	1	1
X43569	1	1	1	1	1	1	1	1	1	1	1	1
X29975	1	1	1	1	1	1	1	1	1	1	1	1
X54257	1	1	1	1	1	1	1	1	1	1	1	1
X42487	1	1	1	1	1	1	1	1	1	1	1	1
X17437	1	1	1	1	1	1	1	1	1	1	1	1
X11814	1	1	1	1	1	1	1	1	1	1	1	1
X21309	1	1	1	1	1	1	1	1	1	1	1	1
X11390	1	1	1	1	1	1	1	1	1	1	1	1
X36072	1	1	1	1	1	1	1	1	1	1	0.879080773930755	1
X11761	1	1	1	1	1	1	1	1	1	1	1	1
X32982	1	1	1	1	1	1	1	1	1	1	1	1
X8215	0.46463287833828	1	1	1	1	1	1	1	1	1	1	1
X9646	1	1	1	1	1	0.929362105263159	1	1	1	1	1	1
X11797	1	1	1	1	1	1	1	1	1	1	1	1
X54306	1	1	1	1	1	1	1	1	1	0.956978164852255	1	1
X44607	1	1	1	1	1	1	1	1	1	1	1	1
X10621	1	1	1	1	1	1	1	1	1	1	1	1
X48668	1	1	1	1	1	1	1	1	1	1	1	1
X21586	1	1	1	1	1	1	1	1	1	1	1	1
X20251	1	1	1	1	1	1	1	1	1	1	1	1
X50775	1	1	1	1	1	1	1	1	1	1	1	1
X30757	1	1	1	1	1	1	1	1	1	1	1	1
X41620	1	1	1	1	1	1	1	1	1	1	1	1
X10282	1	1	0.976672525951558	0.749382492401218	1	1	1	1	1	1	1	1
X39681	1	0.684158636363635	1	1	1	1	1	1	1	1	0.751548679245281	0.789680435967303
X39728	1	1	1	1	1	1	1	1	1	1	1	1
X52577	0.0127177777777778	1	1	1	1	1	1	1	1	1	1	1
X28089	1	1	1	1	1	1	1	1	1	1	1	1
X26661	1	1	1	1	1	0.793198544474396	1	1	1	1	1	1
X27531	1	1	1	1	1	1	1	1	1	1	1	1
X49217	1	1	1	1	1	1	1	1	1	1	1	1
X50054	1	1	0.101273364055295	0.273302448979593	1	0.96449571268238	1	1	1	1	1	1
X52952	1	1	1	1	1	1	1	1	1	1	1	1
X35938	1	1	1	1	1	1	1	1	1	1	1	1
X33100	1	1	1	1	1	1	1	1	1	1	1	1
X18398	1	1	1	1	1	0.45923798473283	1	1	1	1	1	1
X52017	1	1	1	1	1	1	1	1	1	1	1	1
X45338	1	1	1	1	1	1	1	1	1	1	1	1
X47117	1	1	1	1	1	1	1	1	1	1	1	1
X28712	0.934951326530614	1	1	1	1	1	1	1	1	1	1	1
X23844	1	1	1	1	1	1	1	1	1	1	0.689308274582564	1
X51298	1	1	1	1	1	1	1	1	1	1	1	1
X53419	1	1	1	1	1	1	1	1	1	1	1	1
X50652	1	1	1	1	1	1	1	1	1	1	1	1
X19189	1	1	1	1	1	1	1	1	1	1	1	1
X36987	1	1	1	1	1	1	1	1	1	1	1	1
X48061	1	1	1	1	1	1	1	1	1	1	1	1
X50964	1	1	1	1	1	1	1	1	1	1	1	1
X13501	1	1	1	1	1	1	1	1	1	1	1	1
X27086	1	1	1	1	1	1	1	1	1	1	1	1
X7018	1	1	0.809333620253163	1	1	1	1	1	1	1	1	1
X51553	1	1	1	1	1	1	1	0.934647368884972	1	1	1	1
X40164	1	1	1	1	1	1	1	1	1	1	1	1
X5063	0.0127177777777778	1	1	0.392434285714287	1	1	1	1	1	1	1	1
X8602	1	1	1	1	1	1	1	1	1	1	1	1
X44736	1	1	1	1	1	1	1	1	1	1	1	1
X32044	1	1	1	1	1	1	1	1	1	1	1	1
X49104	1	1	1	1	1	1	1	1	1	1	1	1
X4078	1	1	1	1	1	1	0.902937811900191	1	1	1	0.957236116811366	1
X35112	1	1	1	1	1	1	1	1	1	1	1	1
X6467	1	1	1	1	1	1	1	1	1	1	1	1
X44188	1	1	1	1	1	1	1	1	1	1	1	1
X31533	1	0.976714873200822	1	1	1	1	1	1	1	1	1	1
X2639	1	1	1	1	1	1	1	1	1	1	1	1
X14719	1	1	1	1	1	1	1	1	1	1	1	1
X53325	1	1	0.849895341830824	1	1	1	1	1	1	1	1	1
X23743	1	1	1	1	1	1	1	1	1	1	1	1
X3898	1	1	1	1	1	1	1	1	1	1	1	1
X37422	1	1	1	1	1	1	1	1	1	1	1	1
X50589	1	1	1	1	1	1	1	1	1	1	1	1
X34018	1	1	1	0.0431924528301839	1	0.736605483870966	1	1	1	1	1	1
X5640	1	1	1	1	1	1	1	1	1	1	1	1
X18603	1	1	1	1	1	1	1	1	1	1	1	1
X12053	1	1	1	1	1	1	1	1	1	1	1	1
X41072	0.591261330108828	1	1	0.913742736248237	1	1	1	1	1	1	1	1
X17895	1	1	1	0.386140528301885	1	1	1	1	0.882432919818455	1	1	1
X29912	1	1	1	1	1	1	1	1	1	1	1	1
X25015	1	1	1	1	1	1	1	1	1	1	1	1
